id,date_publication,titre,entreprise,ville,type_contrat,secteur,niveau_requis,competences,salaire,teletravail,experience_requise_ans,mois,trimestre,categorie,est_stage
642,2023-11-19,ML Engineer,BlaBlaCar,Paris,CDI,SaaS,Bac+4,"SQL, RAG, PyTorch, Airflow, GCP, Computer Vision, NLP",44295.0,Oui,0,2023-11,2023Q4,ML Engineering,False
643,2024-03-23,Business Intelligence Analyst,Qonto,Grenoble,Stage,EdTech,Bac+8 (PhD),"Power BI, TensorFlow, Airflow, Deep Learning, Kubernetes, SQL, Git",843.0,Hybride,1,2024-03,2024Q1,Data Analysis,True
644,2024-03-05,NLP Engineer,Contentsquare,Paris,CDI,RetailTech,Bac+5,"Airflow, Hugging Face, API REST, Computer Vision, Kubernetes",44041.0,Non,5,2024-03,2024Q1,Data Engineering,False
645,2024-05-16,Computer Vision Engineer,Dataiku,Paris,Alternance,LegalTech,Bac+5,"LLM, AWS, Azure, Scikit-learn",1286.0,Oui,0,2024-05,2024Q2,Data Engineering,False
646,2023-10-31,Data Engineer,Swile,Nantes,CDI,DeepTech,Bac+5,"SQL, NLP, Airflow, PyTorch",55123.0,Oui,2,2023-10,2023Q4,Data Engineering,False
647,2023-11-18,Data Scientist,Hugging Face,Lyon,Stage,RetailTech,Bac+5,"dbt, GCP, LLM, NLP, Scikit-learn, AWS",643.0,Oui,1,2023-11,2023Q4,Data Science,True
648,2024-02-11,Data Analyst,Kayrros,Lyon,CDI,LegalTech,Bac+5,"Docker, PyTorch, Git, Computer Vision",67901.0,Hybride,0,2024-02,2024Q1,Data Analysis,False
649,2023-08-09,MLOps Engineer,Mistral AI,Paris,Stage,EdTech,Bac+5,"PyTorch, Power BI, Machine Learning, Spark, NLP, Deep Learning, Kubernetes",686.0,Hybride,5,2023-08,2023Q3,ML Engineering,True
650,2024-06-30,Data Analyst,Owkin,Paris,CDI,SaaS,Bac+4,"dbt, RAG, Deep Learning, Kubernetes, TensorFlow, Python",46371.0,Hybride,5,2024-06,2024Q2,Data Analysis,False
651,2023-11-24,Computer Vision Engineer,Dataiku,Paris,Stage,SaaS,Bac+4,"Azure, Airflow, Hugging Face, AWS, Python, Kubernetes",1049.0,Non,5,2023-11,2023Q4,Data Engineering,True
652,2023-10-29,Stagiaire ML,Owkin,Paris,CDI,E-commerce,Bac+4,"TensorFlow, Pandas, SQL, Azure, Docker, Kubernetes, GCP",36874.0,Hybride,2,2023-10,2023Q4,Stage,False
653,2023-11-17,Data Analyst,Ekimetrics,Paris,Stage,RetailTech,Bac+3,"Airflow, PyTorch, Spark, Tableau, Machine Learning, Python",1104.0,Non,2,2023-11,2023Q4,Data Analysis,True
654,2023-12-19,AI Researcher,Withings,Bordeaux,CDI,RetailTech,Bac+4,"Deep Learning, Docker, NLP, Power BI",66069.0,Non,5,2023-12,2023Q4,Recherche IA,False
655,2023-12-11,Data Analyst,Qonto,Paris,CDI,EdTech,Bac+4,"Computer Vision, Pandas, NLP, Scikit-learn, Tableau",68708.0,Hybride,3,2023-12,2023Q4,Data Analysis,False
656,2024-04-02,NLP Engineer,Mirakl,Grenoble,Stage,RetailTech,Bac+8 (PhD),"API REST, Power BI, dbt",860.0,Non,5,2024-04,2024Q2,Data Engineering,True
657,2023-08-11,NLP Engineer,Swile,Marseille,CDI,LegalTech,Bac+5,"SQL, Computer Vision, Kubernetes",38572.0,Hybride,5,2023-08,2023Q3,Data Engineering,False
658,2023-09-09,Stagiaire ML,Withings,Paris,CDI,SaaS,Bac+5,"NLP, Computer Vision, Azure, Machine Learning",60308.0,Non,0,2023-09,2023Q3,Stage,False
659,2023-09-16,Computer Vision Engineer,Contentsquare,Paris,CDI,EdTech,Bac+5,"TensorFlow, AWS, Docker, Spark, Computer Vision",63522.0,Hybride,0,2023-09,2023Q3,Data Engineering,False
660,2023-10-27,MLOps Engineer,Payfit,Bordeaux,Alternance,DeepTech,Bac+5,"SQL, Computer Vision, Deep Learning",1761.0,Non,0,2023-10,2023Q4,ML Engineering,False
661,2024-01-13,Computer Vision Engineer,Hugging Face,Paris,CDI,SaaS,Bac+5,"Airflow, dbt, API REST, RAG, Machine Learning, Computer Vision, Python",66273.0,Oui,0,2024-01,2024Q1,Data Engineering,False
662,2024-06-20,NLP Engineer,Withings,Paris,CDI,MarTech,Bac+5,"Machine Learning, Power BI, GCP",73272.0,Hybride,5,2024-06,2024Q2,Data Engineering,False
663,2023-09-17,Computer Vision Engineer,Owkin,Paris,CDI,EdTech,Bac+5,"Hugging Face, Airflow, Kubernetes, PyTorch, Pandas, AWS",43355.0,Hybride,0,2023-09,2023Q3,Data Engineering,False
664,2024-06-26,NLP Engineer,Swile,Paris,CDI,DeepTech,Bac+5,"Python, API REST, Tableau, Deep Learning, Git, PyTorch, NLP",65703.0,Hybride,5,2024-06,2024Q2,Data Engineering,False
665,2023-10-18,Stagiaire Data Science,Owkin,Nantes,CDD,RetailTech,Bac+5,"Docker, Hugging Face, Git, dbt, Tableau, API REST",43480.0,Oui,0,2023-10,2023Q4,Stage,False
666,2023-08-02,Data Engineer,Mistral AI,Nantes,CDI,LegalTech,Bac+5,"Python, GCP, Pandas",43630.0,Non,5,2023-08,2023Q3,Data Engineering,False
667,2024-01-29,ML Engineer,Owkin,Paris,Stage,EdTech,Bac+5,"Power BI, Azure, LLM, Pandas",682.0,Non,0,2024-01,2024Q1,ML Engineering,True
668,2024-01-25,Computer Vision Engineer,Qonto,Paris,Stage,FinTech,Bac+5,"Python, Deep Learning, PyTorch, TensorFlow, Scikit-learn, NLP",987.0,Non,3,2024-01,2024Q1,Data Engineering,True
669,2023-12-17,Data Engineer,BlaBlaCar,Paris,Stage,FinTech,Bac+4,"Docker, RAG, Tableau, SQL",1134.0,Oui,5,2023-12,2023Q4,Data Engineering,True
670,2024-04-03,Stagiaire ML,Dataiku,Paris,CDI,SaaS,Bac+5,"Power BI, NLP, RAG, Hugging Face, LLM, Docker",39460.0,Non,2,2024-04,2024Q2,Stage,False
671,2024-02-24,MLOps Engineer,Mistral AI,Toulouse,CDI,DeepTech,Bac+5,"Git, Hugging Face, AWS, NLP, Spark, SQL, Computer Vision",35588.0,Hybride,1,2024-02,2024Q1,ML Engineering,False
672,2024-01-29,MLOps Engineer,Qonto,Paris,CDI,HealthTech,Bac+5,"Airflow, Azure, Power BI",39975.0,Non,3,2024-01,2024Q1,ML Engineering,False
673,2023-08-01,Stagiaire Data Analyst,Withings,Paris,CDI,LegalTech,Bac+5,"Scikit-learn, GCP, Power BI, Python, PyTorch",56238.0,Non,1,2023-08,2023Q3,Data Analysis,False
674,2023-10-14,Computer Vision Engineer,BlaBlaCar,Paris,CDI,SaaS,Bac+5,"Computer Vision, Spark, RAG, AWS",73540.0,Oui,1,2023-10,2023Q4,Data Engineering,False
675,2024-02-01,Stagiaire ML,Mirakl,Paris,Stage,LegalTech,Bac+5,"Power BI, AWS, Azure, dbt, NLP, PyTorch",1064.0,Non,5,2024-02,2024Q1,Stage,True
676,2024-01-16,Stagiaire ML,PhotoRoom,Marseille,CDI,LegalTech,Bac+3,"AWS, NLP, TensorFlow",40022.0,Oui,3,2024-01,2024Q1,Stage,False
677,2024-04-25,Computer Vision Engineer,Younited,Toulouse,Stage,LegalTech,Bac+4,"Power BI, NLP, Docker",672.0,Hybride,0,2024-04,2024Q2,Data Engineering,True
678,2024-06-21,Data Scientist,Dataiku,Paris,CDI,HealthTech,Bac+5,"Airflow, dbt, AWS, PyTorch, Computer Vision",65926.0,Non,2,2024-06,2024Q2,Data Science,False
679,2023-07-11,Data Analyst,Doctolib,Paris,CDI,FinTech,Bac+4,"Spark, Deep Learning, LLM, API REST, NLP, Airflow, Kubernetes",35054.0,Hybride,1,2023-07,2023Q3,Data Analysis,False
680,2024-04-20,ML Engineer,Hugging Face,Marseille,Stage,HealthTech,Bac+3,"Hugging Face, AWS, Deep Learning, SQL, Scikit-learn, Azure, GCP",1108.0,Hybride,0,2024-04,2024Q2,ML Engineering,True
681,2024-01-11,MLOps Engineer,Ekimetrics,Toulouse,CDD,MarTech,Bac+5,"PyTorch, Azure, Deep Learning",66215.0,Oui,5,2024-01,2024Q1,ML Engineering,False
682,2024-03-01,AI Researcher,BlaBlaCar,Paris,CDI,RetailTech,Bac+4,"API REST, Computer Vision, NLP, Deep Learning, TensorFlow, dbt",57299.0,Oui,0,2024-03,2024Q1,Recherche IA,False
683,2023-07-04,Computer Vision Engineer,Payfit,Paris,CDI,RetailTech,Bac+5,"API REST, Python, Spark, NLP, Kubernetes, Docker",64898.0,Oui,1,2023-07,2023Q3,Data Engineering,False
684,2023-12-28,Business Intelligence Analyst,Contentsquare,Lille,CDI,LegalTech,Bac+5,"dbt, Azure, AWS, Spark, TensorFlow, Computer Vision",72709.0,Oui,2,2023-12,2023Q4,Data Analysis,False
685,2023-11-30,NLP Engineer,Shift Technology,Paris,Alternance,FinTech,Bac+3,"Scikit-learn, Computer Vision, AWS, dbt, Python, API REST",1770.0,Hybride,3,2023-11,2023Q4,Data Engineering,False
686,2024-01-16,Data Analyst,PhotoRoom,Paris,CDI,DeepTech,Bac+4,"Kubernetes, Tableau, API REST",42833.0,Oui,2,2024-01,2024Q1,Data Analysis,False
687,2024-01-31,Data Scientist,Payfit,Toulouse,Stage,EdTech,Bac+4,"RAG, SQL, Azure, GCP",947.0,Non,2,2024-01,2024Q1,Data Science,True
688,2024-04-01,Stagiaire Data Analyst,Mirakl,Lyon,Stage,RetailTech,Bac+5,"Docker, Git, Kubernetes, dbt, Python, Airflow, Computer Vision",833.0,Hybride,2,2024-04,2024Q2,Data Analysis,True
689,2024-04-05,Computer Vision Engineer,Doctolib,Paris,CDI,DeepTech,Bac+4,"LLM, Hugging Face, Azure, Scikit-learn",71699.0,Oui,1,2024-04,2024Q2,Data Engineering,False
690,2024-05-04,Data Analyst,Shift Technology,Grenoble,CDI,E-commerce,Bac+3,"LLM, Kubernetes, Tableau",63309.0,Hybride,1,2024-05,2024Q2,Data Analysis,False
691,2023-10-21,Data Engineer,Payfit,Paris,CDI,MarTech,Bac+5,"Computer Vision, LLM, Docker",60237.0,Hybride,0,2023-10,2023Q4,Data Engineering,False
692,2024-03-06,Data Scientist,Younited,Lille,CDI,EdTech,Bac+4,"LLM, RAG, Airflow",56186.0,Hybride,2,2024-03,2024Q1,Data Science,False
693,2023-10-21,MLOps Engineer,Kayrros,Lyon,CDI,E-commerce,Bac+4,"Git, SQL, dbt",38050.0,Non,0,2023-10,2023Q4,ML Engineering,False
694,2023-11-17,Data Scientist,Mistral AI,Paris,Stage,SaaS,Bac+5,"Scikit-learn, Docker, RAG",928.0,Non,0,2023-11,2023Q4,Data Science,True
695,2024-02-09,Stagiaire ML,Doctolib,Paris,CDI,EdTech,Bac+4,"RAG, GCP, Azure, AWS, LLM, Hugging Face, Spark",52822.0,Non,5,2024-02,2024Q1,Stage,False
696,2024-03-05,Stagiaire ML,BlaBlaCar,Nantes,CDI,E-commerce,Bac+5,"AWS, TensorFlow, GCP, Tableau, Computer Vision, Spark, Deep Learning",74248.0,Hybride,0,2024-03,2024Q1,Stage,False
697,2023-07-15,Business Intelligence Analyst,Owkin,Paris,CDD,FinTech,Bac+4,"Deep Learning, TensorFlow, GCP, Power BI, AWS, Machine Learning",73425.0,Non,0,2023-07,2023Q3,Data Analysis,False
698,2024-01-16,Computer Vision Engineer,Payfit,Strasbourg,Freelance,DeepTech,Bac+8 (PhD),"Scikit-learn, Machine Learning, dbt, AWS",685.0,Hybride,3,2024-01,2024Q1,Data Engineering,False
699,2023-12-20,MLOps Engineer,Qonto,Paris,Stage,DeepTech,Bac+5,"Airflow, RAG, NLP, Azure, Power BI, Scikit-learn",862.0,Oui,0,2023-12,2023Q4,ML Engineering,True
700,2024-06-07,MLOps Engineer,Payfit,Lyon,CDI,E-commerce,Bac+4,"NLP, GCP, Scikit-learn, TensorFlow",74247.0,Oui,5,2024-06,2024Q2,ML Engineering,False
701,2024-06-12,Data Engineer,Mirakl,Grenoble,Stage,DeepTech,Bac+8 (PhD),"NLP, SQL, PyTorch, LLM, dbt, Deep Learning",1166.0,Oui,0,2024-06,2024Q2,Data Engineering,True
702,2024-01-24,Business Intelligence Analyst,Doctolib,Marseille,CDI,EdTech,Bac+4,"Docker, SQL, Computer Vision, TensorFlow, Deep Learning, dbt, API REST",65292.0,Non,2,2024-01,2024Q1,Data Analysis,False
703,2023-09-23,Data Scientist,Withings,Lyon,CDI,EdTech,Bac+5,"TensorFlow, RAG, Power BI, SQL",44894.0,Oui,0,2023-09,2023Q3,Data Science,False
704,2024-02-25,Stagiaire ML,Contentsquare,Paris,Stage,SaaS,Bac+5,"Python, Deep Learning, LLM, dbt, Machine Learning, SQL",939.0,Hybride,1,2024-02,2024Q1,Stage,True
705,2023-09-04,Stagiaire Data Science,Payfit,Paris,CDI,SaaS,Bac+5,"Kubernetes, Tableau, NLP, Hugging Face, TensorFlow, Azure",35362.0,Non,5,2023-09,2023Q3,Stage,False
706,2024-05-14,Computer Vision Engineer,Mirakl,Paris,Freelance,DeepTech,Bac+4,"Git, Kubernetes, Machine Learning, Hugging Face",654.0,Non,0,2024-05,2024Q2,Data Engineering,False
707,2024-03-30,NLP Engineer,Kayrros,Nantes,CDI,HealthTech,Bac+3,"LLM, SQL, AWS, Scikit-learn, Git",64154.0,Oui,5,2024-03,2024Q1,Data Engineering,False
708,2023-07-14,Data Scientist,Owkin,Paris,CDI,LegalTech,Bac+5,"Azure, GCP, Docker, LLM, API REST, Deep Learning, AWS",54236.0,Hybride,3,2023-07,2023Q3,Data Science,False
709,2024-01-18,Stagiaire Data Science,Qonto,Paris,CDI,E-commerce,Bac+8 (PhD),"RAG, Computer Vision, Pandas",50913.0,Oui,0,2024-01,2024Q1,Stage,False
710,2024-04-29,Stagiaire Data Analyst,Owkin,Paris,Alternance,E-commerce,Bac+5,"PyTorch, Python, Airflow, Pandas, Spark, RAG, Scikit-learn",1609.0,Hybride,1,2024-04,2024Q2,Data Analysis,False
711,2024-04-14,NLP Engineer,Mistral AI,Bordeaux,CDI,E-commerce,Bac+8 (PhD),"SQL, NLP, Python, Kubernetes, Power BI, PyTorch, Azure",71737.0,Non,2,2024-04,2024Q2,Data Engineering,False
712,2024-06-04,AI Researcher,Withings,Paris,Stage,RetailTech,Bac+4,"Deep Learning, LLM, PyTorch",1073.0,Oui,1,2024-06,2024Q2,Recherche IA,True
713,2023-07-14,Data Analyst,Dataiku,Paris,Stage,MarTech,Bac+4,"Docker, Power BI, AWS, PyTorch",994.0,Oui,0,2023-07,2023Q3,Data Analysis,True
714,2023-08-12,Stagiaire ML,BlaBlaCar,Grenoble,CDI,RetailTech,Bac+5,"Docker, Tableau, Deep Learning",39072.0,Non,1,2023-08,2023Q3,Stage,False
715,2024-05-25,AI Researcher,Younited,Paris,CDI,SaaS,Bac+4,"Deep Learning, SQL, Pandas, Spark, Hugging Face, RAG",56261.0,Hybride,3,2024-05,2024Q2,Recherche IA,False
716,2024-02-05,NLP Engineer,Swile,Paris,CDD,E-commerce,Bac+5,"Airflow, SQL, Kubernetes",73018.0,Non,0,2024-02,2024Q1,Data Engineering,False
717,2023-09-08,Computer Vision Engineer,Mistral AI,Paris,CDI,EdTech,Bac+5,"Power BI, Azure, Spark",55668.0,Hybride,3,2023-09,2023Q3,Data Engineering,False
718,2024-02-22,Stagiaire Data Analyst,Shift Technology,Paris,CDI,EdTech,Bac+8 (PhD),"Spark, API REST, LLM",70764.0,Hybride,2,2024-02,2024Q1,Data Analysis,False
719,2023-10-02,Computer Vision Engineer,Shift Technology,Paris,CDD,MarTech,Bac+5,"Azure, Computer Vision, Pandas",66215.0,Hybride,0,2023-10,2023Q4,Data Engineering,False
720,2023-07-26,Data Engineer,PhotoRoom,Paris,CDI,FinTech,Bac+4,"Power BI, LLM, Scikit-learn, SQL, Python, GCP, Docker",58645.0,Oui,2,2023-07,2023Q3,Data Engineering,False
721,2023-11-11,AI Researcher,Payfit,Nantes,CDI,EdTech,Bac+3,"Airflow, AWS, Tableau, dbt, Azure, Pandas, RAG",62248.0,Oui,0,2023-11,2023Q4,Recherche IA,False
722,2024-01-11,Stagiaire ML,Back Market,Lille,CDI,EdTech,Bac+5,"RAG, Machine Learning, Docker, Git, Tableau, Deep Learning, TensorFlow",55277.0,Non,0,2024-01,2024Q1,Stage,False
723,2023-12-15,Stagiaire Data Science,Younited,Toulouse,Stage,MarTech,Bac+5,"Kubernetes, AWS, API REST, Azure, Airflow, Scikit-learn, Git",799.0,Non,0,2023-12,2023Q4,Stage,True
724,2023-10-17,Computer Vision Engineer,Mistral AI,Lyon,Stage,FinTech,Bac+5,"Kubernetes, Python, GCP, TensorFlow, Azure, Git, NLP",691.0,Hybride,0,2023-10,2023Q4,Data Engineering,True
725,2024-02-18,NLP Engineer,Back Market,Paris,CDI,FinTech,Bac+3,"GCP, API REST, NLP, Tableau, LLM, Machine Learning, Hugging Face",52009.0,Hybride,2,2024-02,2024Q1,Data Engineering,False
726,2023-12-15,Stagiaire Data Analyst,Doctolib,Bordeaux,CDI,DeepTech,Bac+5,"dbt, Tableau, Hugging Face",35000.0,Oui,5,2023-12,2023Q4,Data Analysis,False
727,2023-12-20,Data Scientist,Swile,Paris,CDI,FinTech,Bac+4,"Scikit-learn, dbt, Pandas",73923.0,Oui,5,2023-12,2023Q4,Data Science,False
728,2024-01-11,Data Scientist,Mirakl,Paris,CDI,EdTech,Bac+3,"AWS, GCP, dbt, Pandas, Machine Learning",44217.0,Hybride,0,2024-01,2024Q1,Data Science,False
729,2023-11-20,Data Engineer,Mistral AI,Marseille,Stage,LegalTech,Bac+5,"dbt, SQL, Airflow, NLP, Hugging Face, Pandas",735.0,Hybride,2,2023-11,2023Q4,Data Engineering,True
730,2024-02-01,Data Analyst,Ekimetrics,Nantes,Stage,RetailTech,Bac+4,"RAG, Computer Vision, NLP, PyTorch, LLM",854.0,Oui,3,2024-02,2024Q1,Data Analysis,True
731,2023-11-07,ML Engineer,Younited,Lyon,CDI,E-commerce,Bac+4,"TensorFlow, Airflow, RAG",67671.0,Hybride,1,2023-11,2023Q4,ML Engineering,False
732,2023-08-11,Data Engineer,Mirakl,Grenoble,CDI,EdTech,Bac+8 (PhD),"GCP, AWS, LLM",67268.0,Hybride,3,2023-08,2023Q3,Data Engineering,False
733,2024-02-26,Computer Vision Engineer,Dataiku,Paris,Stage,MarTech,Bac+5,"Power BI, Azure, AWS",954.0,Non,2,2024-02,2024Q1,Data Engineering,True
734,2023-07-10,AI Researcher,Qonto,Paris,CDI,MarTech,Bac+4,"AWS, Computer Vision, Scikit-learn",79826.0,Hybride,0,2023-07,2023Q3,Recherche IA,False
735,2024-04-02,Stagiaire ML,Swile,Paris,Stage,MarTech,Bac+3,"SQL, Airflow, Power BI, LLM",1171.0,Oui,2,2024-04,2024Q2,Stage,True
736,2023-07-27,Data Engineer,Contentsquare,Paris,CDI,HealthTech,Bac+5,"Machine Learning, RAG, Python, Git, Spark",46862.0,Oui,0,2023-07,2023Q3,Data Engineering,False
737,2023-12-27,ML Engineer,Qonto,Paris,Stage,DeepTech,Bac+5,"Docker, Machine Learning, Azure, Deep Learning, Python",908.0,Oui,3,2023-12,2023Q4,ML Engineering,True
738,2023-10-23,Stagiaire Data Analyst,Dataiku,Lille,CDI,MarTech,Bac+5,"Airflow, Spark, Deep Learning, NLP, Kubernetes",68100.0,Hybride,0,2023-10,2023Q4,Data Analysis,False
739,2024-05-28,Data Analyst,Owkin,Paris,Stage,FinTech,Bac+5,"Hugging Face, Scikit-learn, Deep Learning, Azure, Git, RAG, GCP",1153.0,Oui,2,2024-05,2024Q2,Data Analysis,True
740,2023-08-05,Business Intelligence Analyst,Dataiku,Nantes,Stage,EdTech,Bac+5,"TensorFlow, SQL, Scikit-learn",764.0,Hybride,5,2023-08,2023Q3,Data Analysis,True
741,2024-05-29,NLP Engineer,Back Market,Paris,CDI,FinTech,Bac+8 (PhD),"Deep Learning, AWS, SQL",48424.0,Non,2,2024-05,2024Q2,Data Engineering,False
742,2023-07-21,NLP Engineer,Younited,Lyon,CDD,FinTech,Bac+5,"Hugging Face, API REST, Power BI",64082.0,Non,2,2023-07,2023Q3,Data Engineering,False
743,2023-07-16,Computer Vision Engineer,Swile,Paris,Freelance,E-commerce,Bac+4,"Hugging Face, API REST, Deep Learning, Kubernetes, Azure, Python",552.0,Non,3,2023-07,2023Q3,Data Engineering,False
744,2023-11-04,Data Engineer,Owkin,Bordeaux,Stage,LegalTech,Bac+3,"Deep Learning, Python, Hugging Face",831.0,Hybride,0,2023-11,2023Q4,Data Engineering,True
745,2023-10-11,Stagiaire Data Analyst,Younited,Paris,CDD,RetailTech,Bac+8 (PhD),"Airflow, dbt, Power BI, NLP, Hugging Face, Scikit-learn, PyTorch",63148.0,Oui,0,2023-10,2023Q4,Data Analysis,False
746,2023-07-11,ML Engineer,Doctolib,Paris,CDI,EdTech,Bac+5,"RAG, Power BI, Computer Vision, Azure, API REST",63195.0,Hybride,3,2023-07,2023Q3,ML Engineering,False
747,2024-05-14,ML Engineer,Withings,Marseille,Stage,MarTech,Bac+5,"NLP, Docker, Hugging Face, Kubernetes",631.0,Oui,3,2024-05,2024Q2,ML Engineering,True
748,2023-09-17,Stagiaire Data Science,Dataiku,Nantes,Stage,DeepTech,Bac+5,"SQL, Spark, Computer Vision, LLM",708.0,Non,0,2023-09,2023Q3,Stage,True
749,2023-10-31,Data Engineer,Qonto,Paris,Stage,SaaS,Bac+5,"Machine Learning, Kubernetes, Pandas, AWS",679.0,Hybride,5,2023-10,2023Q4,Data Engineering,True
750,2023-09-03,Business Intelligence Analyst,Hugging Face,Paris,CDI,SaaS,Bac+5,"RAG, Kubernetes, Hugging Face, Docker, Power BI, Git, PyTorch",46602.0,Oui,2,2023-09,2023Q3,Data Analysis,False
751,2024-02-28,Data Engineer,Younited,Toulouse,Stage,SaaS,Bac+5,"Azure, Spark, GCP",750.0,Hybride,0,2024-02,2024Q1,Data Engineering,True
752,2024-06-07,Data Engineer,Mistral AI,Toulouse,Stage,MarTech,Bac+3,"Git, Kubernetes, Tableau, Pandas, GCP, PyTorch",1144.0,Oui,0,2024-06,2024Q2,Data Engineering,True
753,2023-08-28,Business Intelligence Analyst,Withings,Paris,Stage,SaaS,Bac+4,"LLM, Deep Learning, TensorFlow",929.0,Oui,5,2023-08,2023Q3,Data Analysis,True
754,2024-04-14,Stagiaire Data Science,Younited,Paris,CDI,EdTech,Bac+5,"SQL, Python, Pandas, Docker, PyTorch",59852.0,Hybride,0,2024-04,2024Q2,Stage,False
755,2023-10-20,Business Intelligence Analyst,Mistral AI,Paris,Stage,RetailTech,Bac+5,"Spark, PyTorch, Pandas, Python, Git, Airflow, Deep Learning",641.0,Non,5,2023-10,2023Q4,Data Analysis,True
756,2024-02-24,Data Analyst,Doctolib,Paris,CDI,RetailTech,Bac+5,"Pandas, Docker, Scikit-learn, Spark, dbt",62418.0,Hybride,3,2024-02,2024Q1,Data Analysis,False
757,2024-06-23,NLP Engineer,Ekimetrics,Paris,CDI,E-commerce,Bac+5,"Deep Learning, TensorFlow, Pandas",72778.0,Non,5,2024-06,2024Q2,Data Engineering,False
758,2023-11-09,Business Intelligence Analyst,Mirakl,Lyon,Stage,LegalTech,Bac+5,"Hugging Face, Power BI, Azure, Spark, SQL",719.0,Hybride,1,2023-11,2023Q4,Data Analysis,True
759,2024-01-05,ML Engineer,Payfit,Paris,Stage,SaaS,Bac+4,"Spark, SQL, Azure, Airflow, TensorFlow",767.0,Oui,5,2024-01,2024Q1,ML Engineering,True
760,2023-09-24,Data Analyst,Payfit,Rennes,CDI,MarTech,Bac+5,"AWS, Hugging Face, Machine Learning, PyTorch, Computer Vision, Tableau",37700.0,Non,3,2023-09,2023Q3,Data Analysis,False
761,2024-05-06,Computer Vision Engineer,Qonto,Marseille,CDI,SaaS,Bac+5,"Kubernetes, GCP, dbt, Computer Vision",39532.0,Non,1,2024-05,2024Q2,Data Engineering,False
762,2024-05-06,Stagiaire Data Science,Ekimetrics,Lyon,Stage,SaaS,Bac+5,"Azure, RAG, API REST, SQL, Pandas, Spark",854.0,Oui,2,2024-05,2024Q2,Stage,True
763,2023-08-28,Data Engineer,Kayrros,Paris,CDI,E-commerce,Bac+5,"Power BI, Tableau, RAG, PyTorch, dbt",43213.0,Oui,0,2023-08,2023Q3,Data Engineering,False
764,2023-09-22,Data Analyst,Dataiku,Paris,CDI,SaaS,Bac+8 (PhD),"Scikit-learn, Computer Vision, dbt, Spark, RAG",61270.0,Hybride,3,2023-09,2023Q3,Data Analysis,False
765,2023-12-07,Business Intelligence Analyst,BlaBlaCar,Paris,Stage,EdTech,Bac+8 (PhD),"Scikit-learn, API REST, Power BI, GCP, dbt, NLP",645.0,Non,0,2023-12,2023Q4,Data Analysis,True
766,2023-08-25,ML Engineer,Withings,Paris,CDI,E-commerce,Bac+5,"Spark, Airflow, Azure, Machine Learning, dbt, AWS",58962.0,Hybride,3,2023-08,2023Q3,ML Engineering,False
767,2024-04-22,Stagiaire Data Analyst,Hugging Face,Paris,Stage,HealthTech,Bac+8 (PhD),"Airflow, Spark, Deep Learning",609.0,Non,0,2024-04,2024Q2,Data Analysis,True
768,2023-07-14,MLOps Engineer,Withings,Lyon,CDI,EdTech,Bac+5,"Kubernetes, Pandas, AWS, Airflow",63265.0,Oui,5,2023-07,2023Q3,ML Engineering,False
769,2023-12-07,Stagiaire Data Science,Kayrros,Paris,CDI,FinTech,Bac+5,"API REST, GCP, Git, LLM",58907.0,Non,1,2023-12,2023Q4,Stage,False
770,2024-04-20,Business Intelligence Analyst,Shift Technology,Paris,Freelance,DeepTech,Bac+8 (PhD),"Tableau, RAG, Azure, Python, NLP, Computer Vision",462.0,Oui,0,2024-04,2024Q2,Data Analysis,False
771,2024-06-11,Stagiaire ML,Back Market,Nantes,Stage,SaaS,Bac+5,"NLP, Spark, Computer Vision, RAG",722.0,Hybride,2,2024-06,2024Q2,Stage,True
772,2024-01-09,Business Intelligence Analyst,Contentsquare,Lyon,Stage,LegalTech,Bac+3,"Kubernetes, Pandas, Power BI",845.0,Non,2,2024-01,2024Q1,Data Analysis,True
773,2024-01-20,MLOps Engineer,Shift Technology,Paris,Stage,EdTech,Bac+8 (PhD),"dbt, TensorFlow, RAG",870.0,Hybride,0,2024-01,2024Q1,ML Engineering,True
774,2023-10-10,Computer Vision Engineer,Alan,Toulouse,CDI,E-commerce,Bac+5,"Kubernetes, Spark, Power BI, AWS, API REST",42542.0,Non,1,2023-10,2023Q4,Data Engineering,False
775,2023-08-08,Stagiaire Data Science,Shift Technology,Paris,Alternance,MarTech,Bac+5,"RAG, SQL, TensorFlow",1007.0,Hybride,5,2023-08,2023Q3,Stage,False
776,2024-04-29,Stagiaire Data Science,Alan,Bordeaux,CDI,LegalTech,Bac+5,"RAG, Tableau, Git, Pandas, GCP, Machine Learning, LLM",71582.0,Non,0,2024-04,2024Q2,Stage,False
777,2024-06-18,Business Intelligence Analyst,PhotoRoom,Paris,CDI,FinTech,Bac+3,"Scikit-learn, Azure, Docker, Machine Learning, PyTorch, Deep Learning, LLM",63938.0,Hybride,3,2024-06,2024Q2,Data Analysis,False
778,2024-05-17,Computer Vision Engineer,Alan,Paris,Stage,EdTech,Bac+4,"PyTorch, Pandas, Machine Learning",983.0,Oui,0,2024-05,2024Q2,Data Engineering,True
779,2023-11-02,AI Researcher,BlaBlaCar,Paris,Stage,DeepTech,Bac+5,"Machine Learning, Scikit-learn, SQL, dbt, Computer Vision, Python, PyTorch",720.0,Non,0,2023-11,2023Q4,Recherche IA,True
780,2023-08-22,Data Analyst,Owkin,Paris,Stage,DeepTech,Bac+4,"LLM, Power BI, NLP, Git",749.0,Oui,0,2023-08,2023Q3,Data Analysis,True
